"","Threshold","Ensembling","number_SVM","number_RDA","number_RF","mean_Accuracy","sd_Accuracy","mean_Sensitivity","sd_Sensitivity","mean_Specificity","sd_Specificity"
"1880",0.5,"Rank averaging",6,3,0,82.0127199956138,8.41053484898347,78.5714285714286,30.3045763365663,82.1009929208421,9.33046803068854
"557",0.5,"Rank averaging",1,1,0,81.9798234552333,3.72724633714977,78.5714285714286,30.3045763365663,82.0665165027121,4.53602791737532
"1543",0.45,"Rank averaging",0,3,2,81.6914304512309,9.81086912917747,78.5714285714286,30.3045763365663,81.7723177346695,10.7639243628724
"407",0.35,"Rank averaging",6,0,2,81.3339547124294,6.05958604635437,78.5714285714286,30.3045763365663,81.4057184885538,6.92349657041164
"1375",0.45,"Rank averaging",6,2,0,81.3306650583914,5.591257195171,78.5714285714286,30.3045763365663,81.4022708467408,6.44405255908031
"578",0.5,"Rank averaging",1,1,1,81.3142167882011,3.24961293925414,78.5714285714286,30.3045763365663,81.3850326376758,4.04683250242369
"1312",0.45,"Rank averaging",5,2,0,81.1700202861999,6.29142433526799,78.5714285714286,30.3045763365663,81.2379332536545,7.16078072517222
"1352",0.35,"Rank averaging",5,2,2,80.6749273534733,6.51861035082548,78.5714285714286,30.3045763365663,80.7311299071435,7.39318917812266
"497",0.65,"Rank averaging",0,1,0,80.655189429245,3.70863724372527,78.5714285714286,30.3045763365663,80.7104440562655,4.51652511013473
"2423",0.35,"Rank averaging",6,4,2,80.5274411974341,9.09209289565596,78.5714285714286,30.3045763365663,80.5805828813092,10.0276933895398
